block_id,image,rectified,vis,class_id,format_len,strategy,angle_est,error
n11830,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11830.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11830_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11830_poly.jpg,86,4,Hough,-0.556,
n11831,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11831.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11831_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11831_poly.jpg,86,4,Hough,-1.118,
n11832,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11832.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11832_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11832_poly.jpg,86,4,Hough,-1.517,
n11834,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11834.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11834_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11834_poly.jpg,86,4,Hough,-0.812,
n11835,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11835.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11835_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11835_poly.jpg,86,4,Hough,1.389,
n11836,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11836.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11836_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11836_poly.jpg,86,4,Hough,0.188,
n11838,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11838.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11838_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11838_poly.jpg,86,4,Hough,1.736,
n11839,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11839.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11839_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11839_poly.jpg,86,4,Hough,9.338,
n11840,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11840.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11840_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11840_poly.jpg,86,4,Hough,0.186,
n11841,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11841.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11841_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11841_poly.jpg,86,4,Hough,0.350,
n11842,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11842.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11842_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11842_poly.jpg,86,4,Hough,4.102,
n11843,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11843.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11843_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11843_poly.jpg,86,4,Hough,-0.554,
n11844,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11844.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11844_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11844_poly.jpg,86,4,Hough,-6.749,
n11845,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11845.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11845_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11845_poly.jpg,86,4,Hough,1.566,
n11846,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11846.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11846_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11846_poly.jpg,86,4,Hough,7.314,
n11847,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11847.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11847_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11847_poly.jpg,86,4,Hough,-1.804,
n11848,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11848.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11848_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11848_poly.jpg,86,4,Hough,-1.909,
n11849,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11849.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11849_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11849_poly.jpg,86,4,Hough,1.848,
n11850,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11850.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11850_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11850_poly.jpg,86,4,Hough,-2.298,
n11851,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11851.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11851_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11851_poly.jpg,86,4,Hough,-5.493,
n11852,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11852.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11852_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11852_poly.jpg,86,4,Hough,-1.525,
n11853,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11853.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11853_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11853_poly.jpg,86,4,Hough,9.313,
n11854,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11854.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11854_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11854_poly.jpg,86,4,Hough,0.248,
n11855,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11855.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11855_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11855_poly.jpg,86,4,Hough,7.672,
n11856,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11856.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11856_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11856_poly.jpg,86,4,Hough,-1.574,
n11857,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11857.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11857_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11857_poly.jpg,86,4,Hough,-10.360,
n11858,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11858.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11858_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11858_poly.jpg,86,4,Hough,-2.626,
n11859,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11859.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11859_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11859_poly.jpg,86,4,Hough,-8.427,
n11860,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11860.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11860_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11860_poly.jpg,86,4,Hough,-0.000,
n11861,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11861.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11861_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11861_poly.jpg,86,4,Hough,23.499,
n11862,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11862.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11862_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11862_poly.jpg,86,4,Hough,0.788,
n11863,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11863.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11863_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11863_poly.jpg,86,4,Hough,7.804,
n11865,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11865.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11865_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11865_poly.jpg,86,4,Hough,0.311,
n11866,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11866.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11866_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11866_poly.jpg,86,4,Hough,-6.588,
n11867,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11867.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11867_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11867_poly.jpg,86,4,Hough,-4.864,
n11871,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11871.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11871_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11871_poly.jpg,86,4,Hough,-1.462,
n11872,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11872.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11872_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11872_poly.jpg,86,4,Hough,0.177,
n11873,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11873.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11873_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11873_poly.jpg,86,4,Hough,-6.717,
n11875,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11875.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11875_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11875_poly.jpg,86,4,Hough,-12.158,
n11876,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11876.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11876_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11876_poly.jpg,86,4,Hough,0.000,
n11877,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11877.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11877_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11877_poly.jpg,86,4,Hough,1.338,
n11878,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11878.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11878_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11878_poly.jpg,86,4,Hough,-4.801,
n11879,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11879.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11879_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11879_poly.jpg,86,4,Hough,-0.330,
n11880,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11880.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11880_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11880_poly.jpg,86,4,Hough,0.000,
n11881,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11881.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11881_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11881_poly.jpg,86,4,Hough,5.233,
n11882,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11882.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11882_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11882_poly.jpg,86,4,Hough,-2.673,
n11883,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11883.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11883_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11883_poly.jpg,86,4,Hough,0.540,
n11884,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11884.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11884_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11884_poly.jpg,86,4,Hough,3.076,
n11885,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11885.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11885_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11885_poly.jpg,86,4,Hough,-1.548,
n11886,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11886.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11886_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11886_poly.jpg,86,4,Hough,-1.182,
n11887,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11887.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11887_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11887_poly.jpg,86,4,Hough,-3.193,
n11888,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11888.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11888_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11888_poly.jpg,86,4,Hough,0.430,
n11889,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11889.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11889_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11889_poly.jpg,86,4,Hough,11.957,
n11890,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11890.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11890_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11890_poly.jpg,86,4,Hough,7.888,
n11891,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11891.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11891_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11891_poly.jpg,86,4,Hough,14.630,
n11892,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11892.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11892_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11892_poly.jpg,86,4,Hough,-0.185,
n11893,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11893.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11893_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11893_poly.jpg,86,4,Hough,-2.835,
n11894,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11894.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11894_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11894_poly.jpg,86,4,Hough,4.714,
n11895,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11895.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11895_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11895_poly.jpg,86,4,Hough,-1.295,
n11896,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11896.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11896_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11896_poly.jpg,86,4,Hough,-1.295,
n11897,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11897.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11897_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11897_poly.jpg,86,4,Hough,-0.146,
n11898,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11898.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11898_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11898_poly.jpg,86,4,Hough,4.679,
n11899,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11899.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11899_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11899_poly.jpg,86,4,Hough,0.000,
n11900,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11900.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11900_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11900_poly.jpg,86,4,Hough,0.754,
n11901,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11901.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11901_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11901_poly.jpg,86,4,Hough,-1.598,
n11902,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11902.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11902_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11902_poly.jpg,86,4,Hough,-14.183,
n11903,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11903.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11903_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11903_poly.jpg,86,4,Hough,2.322,
n11904,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11904.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11904_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11904_poly.jpg,86,4,Hough,-2.236,
n11905,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11905.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11905_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11905_poly.jpg,86,4,Hough,9.689,
n11906,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11906.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11906_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11906_poly.jpg,86,4,Hough,-0.583,
n11907,,,,,,,,Imagem não encontrada para blocos 'n11907' / 'a'
n11908,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11908.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11908_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11908_poly.jpg,86,4,Hough,-2.384,
n11909,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11909.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11909_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11909_poly.jpg,86,4,Hough,-8.497,
n11910,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11910.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11910_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11910_poly.jpg,86,4,Hough,-3.355,
n11911,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11911.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11911_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11911_poly.jpg,86,4,Hough,-5.058,
n11912,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11912.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11912_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11912_poly.jpg,86,4,Hough,-0.986,
n11913,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11913.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11913_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11913_poly.jpg,86,4,Hough,-3.620,
n11914,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11914.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11914_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11914_poly.jpg,86,4,Hough,0.974,
n11915,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11915.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11915_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11915_poly.jpg,86,4,Hough,-2.002,
n11916,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11916.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11916_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11916_poly.jpg,86,4,Hough,-1.338,
n11917,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11917.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11917_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11917_poly.jpg,86,4,Hough,-0.848,
n11918,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11918.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11918_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11918_poly.jpg,86,4,Hough,-33.534,
n11919,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11919.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11919_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11919_poly.jpg,86,4,Hough,-0.982,
n11920,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11920.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11920_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11920_poly.jpg,86,4,Hough,0.000,
n11922,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11922.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11922_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11922_poly.jpg,86,4,Hough,-5.376,
n11923,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11923.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11923_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11923_poly.jpg,86,4,Hough,-0.670,
n11925,C:\OCR-PLACAS\treino_carro_final_26_06\carros_17.5k_teste\carros_17.5k_teste\imgs\n11925.jpg,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11925_rectified.png,C:\OCR-PLACAS\yolo-obb-train\gira_placa\outputs\n11925_poly.jpg,86,4,Hough,0.434,
